rows,oid,ogroup_id,oplan_title,oprice,oabsence,osertification,omark,omin,omax,otime,obranch,group,grade,course,price,title
22,46,29,چهارساله جزء یک تا پنج,350000,4,yes,17,8,12,110,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء اول
162,190,3,چهارساله پنج جزء اول,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء اول
326,354,3,چهارساله پنج جزء پنجم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء پنجم
325,353,3,چهارساله پنج جزء چهارم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء چهارم
322,350,3,چهارساله پنج جزء دوم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء دوم
324,352,3,چهارساله پنج جزء سوم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء سوم
327,355,3,چهارساله پنج جزء ششم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,حفظ پنج جزء ششم
83,108,3,مشکات جزء بیست و شش الی سی,250000,3,yes,16,6,12,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,25000,مشکات جزء بیست و شش الی سی
82,107,3,مشکات جزء بیست و یک الی بیست و پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,25000,مشکات جزء بیست و یک الی بیست و پنج
81,106,3,مشکات جزء شانزده الی بیست,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,25000,مشکات جزء شانزده الی بیست
79,104,3,مشکات جزء شش الی ده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,25000,مشکات جزء شش الی ده
80,105,3,مشکات جزء یازده الی پانزده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,25000,مشکات جزء یازده الی پانزده
78,103,3,مشکات جزء یک الی پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,25000,مشکات جزء یک الی پنج
238,266,29,مشکات چهارساله جزء بیست و شش تا بیست و نه,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,مشکات چهارساله جزء بیست و شش تا بیست و نه
253,281,29,مشکات چهارساله جزء بیست و شش تا بیست و نه,350000,4,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,مشکات چهارساله جزء بیست و شش تا بیست و نه
237,265,29,مشکات چهارساله جزء بیست و یک تا بیست و پنج,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,مشکات چهارساله جزء بیست و یک تا بیست و پنج
236,264,29,مشکات چهارساله جزء شانزده تا بیست,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,مشکات چهارساله جزء شانزده تا بیست
234,262,29,مشکات چهارساله جزء شش تا ده,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,مشکات چهارساله جزء شش تا ده
235,263,29,مشکات چهارساله جزء یازده تا پانزده,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ چهار ساله,35000,مشکات چهارساله جزء یازده تا پانزده
14,38,29,مصباح دو ساله جزء بیست و شش تا بیست و نه,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,حفظ بیست و پنج تا بیست و شش
2,25,29,دوساله,350000,2,yes,17,6,10,55,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,حفظ دوساله
333,361,3,دو ساله پنج جزء اول,350000,2,yes,15,5,10,100,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دو ساله پنج جزء اول
337,365,3,دو ساله پنج جزء پنجم,350000,2,yes,15,5,10,100,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دو ساله پنج جزء پنجم
336,364,3,دو ساله پنج جزء چهارم,350000,2,yes,15,5,10,100,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دو ساله پنج جزء چهارم
334,362,4,دو ساله پنج جزء دوم,350000,2,yes,15,5,10,100,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دو ساله پنج جزء دوم
335,363,3,دو ساله پنج جزء دوم,350000,2,yes,15,5,10,100,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دو ساله پنج جزء دوم
338,366,3,دو ساله پنج جزء ششم,350000,2,yes,15,5,10,100,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دو ساله پنج جزء ششم
152,180,3,دوساله,350000,3,yes,16,6,10,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,دوساله
149,176,3,مصباح جزء بیست و شش الی سی,250000,2,yes,16,5,10,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,25000,مصباح جزء بیست و شش الی سی
148,175,3,مصباح جزء بیست و یک الی بیست و پنج,350000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح جزء بیست و یک الی بیست و پنج
145,172,3,مصباح جزء شش الی ده,350000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح جزء شش الی ده
146,173,3,مصباح جزء یازده الی پانزده,250000,2,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,25000,مصباح جزء یازده الی پانزده
144,171,3,مصباح جزء یک الی پنج,350000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح جزء یک الی پنج
147,174,3,مصباح جزا شانزده الی بیست,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,25000,مصباح جزا شانزده الی بیست
352,380,29,مصباح دو ساله جزء بیست و یک تا بیست و پنج,350000,2,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح دو ساله جزء بیست و یک تا بیست و پنج
351,379,29,مصباح دو ساله جزء شانزده تا بیست,350000,2,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح دو ساله جزء شانزده تا بیست
349,377,29,مصباح دو ساله جزء شش تا ده,350000,2,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح دو ساله جزء شش تا ده
348,376,29,مصباح دو ساله جزء یک تا پنج,350000,2,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح دو ساله جزء یک تا پنج
350,378,29,مصباح دوساله جزء یازده تا پانزده,350000,2,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ دوساله,35000,مصباح دوساله جزء یازده تا پانزده
21,45,29,سه ساله,350000,2,yes,17,6,12,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ سه ساله,35000,سه ساله
161,189,3,سه ساله,350000,3,yes,17,6,12,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ سه ساله,35000,سه ساله
5,29,29,حفظ شش ساله جزء یک تا پنج,350000,1,yes,17,10,12,65,2,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,حفظ پنج جزء اول
257,285,29,حفظ شش ساله پنج جزء پنجم,350000,2,yes,17,10,12,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,حفظ شش ساله پنج جزء پنجم
256,284,29,حفظ شش ساله پنج جزء چهارم,350000,2,yes,17,10,12,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,حفظ شش ساله پنج جزء چهارم
255,283,29,حفظ شش ساله پنج جزء سوم,350000,2,yes,17,10,12,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,حفظ شش ساله پنج جزء سوم
258,286,29,حفظ شش ساله جزء بیست و شش تا بیست و نه,200000,4,yes,17,10,12,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,20000,حفظ شش ساله جزء بیست و شش تا بیست و نه
254,282,29,حفظ شش ساله جزء شش تا ده,350000,2,yes,17,10,12,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,حفظ شش ساله جزء شش تا ده
321,349,3,شش ساله پنج جزء اول,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء اول
405,433,3,شش ساله پنج جزء اول,0,3,yes,17,1,120,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,0,شش ساله پنج جزء اول
330,358,3,شش ساله پنج جزء پنجم,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء پنجم
155,183,3,شش ساله پنج جزء چهارم,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء چهارم
329,357,3,شش ساله پنج جزء چهارم,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء چهارم
323,351,3,شش ساله پنج جزء دوم,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء دوم
406,434,3,شش ساله پنج جزء دوم,0,3,yes,17,5,120,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,0,شش ساله پنج جزء دوم
328,356,3,شش ساله پنج جزء سوم,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء سوم
331,359,3,شش ساله پنج جزء ششم,350000,2,yes,17,8,12,30,1,حفظ قرآن و حدیث,نوجوان,حفظ شش ساله,35000,شش ساله پنج جزء ششم
46,71,29,حفظ آزمایشی,350000,5,yes,15,12,40,30,2,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,35000,حفظ آزمایشی
166,194,3,حفظ آزمایشی,350000,2,no,17,12,20,35,1,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,35000,حفظ آزمایشی
398,426,29,حفظ آزمایشی محصلان,200000,5,yes,15,10,25,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,20000,حفظ آزمایشی محصلان
139,165,6,حفظ ترتیبی قرآن مقطع بیست جزء,0,10,yes,80,10,1000,800,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع بیست جزء
140,166,6,حفظ ترتیبی قرآن مقطع بیست و پنج جزء,0,10,yes,80,10,1000,1000,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع بیست و پنج جزء
138,164,6,حفظ ترتیبی قرآن مقطع پانزده جزء,0,10,yes,80,10,1000,600,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع پانزده جزء
136,162,6,حفظ ترتیبی قرآن مقطع پنج جزء,0,10,yes,80,10,1000,200,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع پنج جزء
134,160,6,حفظ ترتیبی قرآن مقطع جزء یک,0,10,yes,80,10,1000,40,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع جزء یک
137,163,6,حفظ ترتیبی قرآن مقطع ده جزء,0,10,yes,80,10,1000,400,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع ده جزء
135,161,6,حفظ ترتیبی قرآن مقطع سه جزء,0,10,yes,80,10,1000,120,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع سه جزء
141,167,6,حفظ ترتیبی قرآن مقطع سی جزء,0,10,yes,80,10,1000,1200,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ ترتیبی قرآن مقطع سی جزء
128,153,6,حفظ جزء سی ام قرآن کریم,0,0,yes,80,10,1000,40,3,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,0,حفظ جزء سی ام قرآن کریم
262,290,3,طرح آزاد حفظ,350000,3,yes,15,8,20,35,1,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,35000,طرح آزاد حفظ
68,93,29,هدی حفظ آزاد,200000,4,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,20000,هدی حفظ آزاد
407,435,3,استاد محور,200000,3,yes,17,0,20,100,1,حفظ قرآن و حدیث,نوجوان,حفظ قرآن,20000,استاد محور
130,155,6,حفظ سوره مبارکه یس,0,10,yes,80,10,1000,10,3,حفظ قرآن و حدیث,نوجوان,حفظ موضوعی,0,حفظ سوره مبارکه یس
50,75,6,حفظ موضوعی قرآن کریم,0,0,yes,14,1,1000,60,3,حفظ قرآن و حدیث,نوجوان,حفظ موضوعی,0,حفظ موضوعی قرآن کریم
129,154,6,منتخب سور,0,0,yes,15,10,1000,0,3,حفظ قرآن و حدیث,نوجوان,حفظ موضوعی,0,منتخب سور
186,214,6,حفظ حکمت های نهچ البلاغه,0,10,yes,14,10,999,15,3,حفظ قرآن و حدیث,نوجوان,حفظ نهج البلاغه,0,حفظ حکمت های نهچ البلاغه
57,82,3,حفظ نهج البلاغه,250000,2,yes,80,6,15,NULL,1,حفظ قرآن و حدیث,نوجوان,حفظ نهج البلاغه,25000,حفظ نهج البلاغه
313,341,29,حفظ نهج البلاغه,200000,4,yes,15,8,15,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ نهج البلاغه,20000,حفظ نهج البلاغه
19,43,29,منهاج محصلان جزء یک تا پنج,200000,4,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,20000,حفظ پنج جزء اول
248,276,29,منهاج محصلان جزء بیست و شش تا بیست و نه,200000,2,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,20000,منهاج محصلان جزء بیست و شش تا بیست و نه
247,275,29,منهاج محصلان جزء بیست و یک تا بیست و پنج,200000,2,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,20000,منهاج محصلان جزء بیست و یک تا بیست و پنج
246,274,29,منهاج محصلان جزء شانزده تا بیست,200000,2,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,20000,منهاج محصلان جزء شانزده تا بیست
244,272,29,منهاج محصلان جزء شش تا ده,200000,4,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,20000,منهاج محصلان جزء شش تا ده
245,273,29,منهاج محصلان جزء یازده تا پانزده,200000,2,yes,16,8,20,NULL,2,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,20000,منهاج محصلان جزء یازده تا پانزده
332,360,3,هشت ساله پنج جزء اول,350000,2,yes,15,8,10,300,1,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,35000,هشت ساله پنج جزء اول
342,370,3,هشت ساله پنج جزء پنجم,350000,2,yes,15,8,10,300,1,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,35000,هشت ساله پنج جزء پنجم
341,369,3,هشت ساله پنج جزء چهارم,350000,2,yes,15,8,10,300,1,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,35000,هشت ساله پنج جزء چهارم
339,367,3,هشت ساله پنج جزء دوم,350000,2,yes,15,8,10,300,1,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,35000,هشت ساله پنج جزء دوم
340,368,3,هشت ساله پنج جزء سوم,350000,2,yes,15,8,10,300,1,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,35000,هشت ساله پنج جزء سوم
343,371,3,هشت ساله پنج جزء ششم,350000,2,yes,15,8,10,300,1,حفظ قرآن و حدیث,نوجوان,حفظ هشت ساله,35000,هشت ساله پنج جزء ششم
85,110,3,منهاج جزء شش الی ده,250000,3,yes,16,4,12,NULL,1,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,25000,جزء شش الی ده
16,40,29,منهاج پنج ساله جزء یک تا پنج,350000,9,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,35000,جزء یک تا پنج
84,109,3,منهاج جزء یک الی پنج,250000,3,yes,16,4,12,NULL,1,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,25000,جزء یک تا پنج
243,271,29,منهاج پنج ساله جزء بیست و شش تا بیست و نه,200000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,20000,منهاج پنج ساله جزء بیست و شش تا بیست و نه
242,270,29,منهاج پنج ساله جزء بیست و یک تا بیست و پنج,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,35000,منهاج پنج ساله جزء بیست و یک تا بیست و پنج
241,269,29,منهاج پنج ساله جزء شانزده تا بیست,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,35000,منهاج پنج ساله جزء شانزده تا بیست
239,267,29,منهاج پنج ساله جزء شش تا ده,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,35000,منهاج پنج ساله جزء شش تا ده
240,268,29,منهاج پنج ساله جزء یازده تا پانزده,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,35000,منهاج پنج ساله جزء یازده تا پانزده
89,114,3,منهاج جزء بیست و شش الی سی,250000,3,yes,16,6,12,NULL,1,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,25000,منهاج جزء بیست و شش الی سی
88,113,3,منهاج جزء بیست و یک الی بیست و پنج,250000,3,yes,16,4,12,NULL,1,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,25000,منهاج جزء بیست و یک الی بیست و پنج
87,112,3,منهاج جزء شانزده الی بیست,250000,3,yes,16,10,16,NULL,1,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,25000,منهاج جزء شانزده الی بیست
86,111,3,منهاج جزء یازده الی پانزده,250000,3,yes,16,4,12,NULL,1,حفظ قرآن و حدیث,جوان,حفظ پنج ساله,25000,منهاج جزء یازده الی پانزده
15,39,29,مشکات چهارساله جزء یک تا پنج,350000,4,yes,15,8,20,NULL,2,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,جزء یک تا پنج
252,280,29,چهارساله جزء بیست و یک تا بیست و پنج,350000,2,yes,16,8,12,NULL,2,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,چهارساله جزء بیست و یک تا بیست و پنج
251,279,29,چهارساله جزء شانزده تا بیست,350000,2,yes,17,8,12,NULL,2,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,چهارساله جزء شانزده تا بیست
249,277,29,چهارساله جزء شش تا ده,350000,2,yes,17,8,12,NULL,2,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,چهارساله جزء شش تا ده
250,278,29,چهارساله جزء یازده تا پانزده,350000,4,yes,17,8,12,NULL,2,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,چهارساله جزء یازده تا پانزده
22,46,29,چهارساله جزء یک تا پنج,350000,4,yes,17,8,12,110,2,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء اول
162,190,3,چهارساله پنج جزء اول,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء اول
326,354,3,چهارساله پنج جزء پنجم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء پنجم
325,353,3,چهارساله پنج جزء چهارم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء چهارم
322,350,3,چهارساله پنج جزء دوم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء دوم
324,352,3,چهارساله پنج جزء سوم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء سوم
327,355,3,چهارساله پنج جزء ششم,350000,2,yes,15,7,10,400,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,35000,حفظ پنج جزء ششم
83,108,3,مشکات جزء بیست و شش الی سی,250000,3,yes,16,6,12,NULL,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,25000,مشکات جزء بیست و شش الی سی
82,107,3,مشکات جزء بیست و یک الی بیست و پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,25000,مشکات جزء بیست و یک الی بیست و پنج
81,106,3,مشکات جزء شانزده الی بیست,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,25000,مشکات جزء شانزده الی بیست
79,104,3,مشکات جزء شش الی ده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,25000,مشکات جزء شش الی ده
80,105,3,مشکات جزء یازده الی پانزده,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,25000,مشکات جزء یازده الی پانزده
78,103,3,مشکات جزء یک الی پنج,250000,3,yes,16,4,8,NULL,1,حفظ قرآن و حدیث,جوان,حفظ چهار ساله,25000,مشکات جزء یک الی پنج
